id,query,search_id,source,description,alt,image_url
93,김밥,1511387112,wikimedia,Gimbap,Kimbob by stu spivack.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Kimbob_by_stu_spivack.jpg/330px-Kimbob_by_stu_spivack.jpg
94,김밥,1511387112,wikimedia,seogawon,서가원김밥 라페스타점.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/%EC%84%9C%EA%B0%80%EC%9B%90%EA%B9%80%EB%B0%A5_%EB%9D%BC%ED%8E%98%EC%8A%A4%ED%83%80%EC%A0%90.jpg/330px-%EC%84%9C%EA%B0%80%EC%9B%90%EA%B9%80%EB%B0%A5_%EB%9D%BC%ED%8E%98%EC%8A%A4%ED%83%80%EC%A0%90.jpg
95,김밥,1511387112,wikimedia,김밥천국 (Gimbap Cheonguk),Gimbabcheonguk-outside-seoul-2019-7-28.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Gimbabcheonguk-outside-seoul-2019-7-28.jpg/250px-Gimbabcheonguk-outside-seoul-2019-7-28.jpg
96,김밥,1511387112,wikimedia,A franchise of Kimbap shop : http://en.wikipedia.org/wiki/Kimbab,Kimbap heaven.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Kimbap_heaven.jpg/250px-Kimbap_heaven.jpg
97,김밥,1511387112,wikimedia,"en:Gimbap, ""Gimbap (confirmed the location here)""",Kimbap at Korea House in Cleveland.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Kimbap_at_Korea_House_in_Cleveland.jpg/330px-Kimbap_at_Korea_House_in_Cleveland.jpg
98,김밥,1511387112,wikimedia,明洞ちびのり巻きの画像,明洞ちびのり巻きIMG 202201 05.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/%E6%98%8E%E6%B4%9E%E3%81%A1%E3%81%B3%E3%81%AE%E3%82%8A%E5%B7%BB%E3%81%8DIMG_202201_05.jpg/330px-%E6%98%8E%E6%B4%9E%E3%81%A1%E3%81%B3%E3%81%AE%E3%82%8A%E5%B7%BB%E3%81%8DIMG_202201_05.jpg
99,김밥,1511387112,wikimedia,"The most popular Korean picnic food.
For the recpe: <a href=""http://www.kfoodaddict.com"" rel=""noreferrer nofollow"">www.kfoodaddict.com</a>",Kimbap -Korean sushi- (6380679527).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Kimbap_-Korean_sushi-_%286380679527%29.jpg/330px-Kimbap_-Korean_sushi-_%286380679527%29.jpg
1,떡볶이,1766527477,encykorea,"흰 떡가래(가래떡)는 삼국시대부터 먹어오던 우리 전통의 떡으로 지금은 방앗간에서 쉽게 뽑아내고 있지만, 옛날에는 멥쌀가루를 쪄서 안반 위에 놓고 떡메로 무수히 쳐 끈기있게 만든 다음 길게 빚어 만들었다.",떡볶이,https://devin.aks.ac.kr/image/e4edb8c4-e560-4a9b-b8cc-edf1325e9819?preset=page
2,떡볶이,1766527477,folkency,"가래떡, 각종 채소, 어묵 등의 재료를 넣고 주로 고추장 양념으로 끓여 먹는 음식.",,https://folkency.nfm.go.kr/api/file/images/82714?type=t
3,떡볶이,1766527477,wikimedia,"Tteokbokki (떡볶이), Korean dish made by pan-fried ttoeok or rice cake with fish cakes in goguchang sauce. (chili pepper sauce).",Korean.snacks-Tteokbokki-08.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Korean.snacks-Tteokbokki-08.jpg/250px-Korean.snacks-Tteokbokki-08.jpg
4,떡볶이,1766527477,wikimedia,"Tteokbokki making process step 3: adding spring onions, gochujang+gochugaru+sugar, and two boiled eggs",Tteokbokki making process step 3.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Tteokbokki_making_process_step_3.jpg/250px-Tteokbokki_making_process_step_3.jpg
5,떡볶이,1766527477,wikimedia,"Tteokbokki, a Korean snack made with rice cake, fish cake, vegetables and gochujang condiment.",Korean.snacks-Tteokbokki-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Korean.snacks-Tteokbokki-01.jpg/250px-Korean.snacks-Tteokbokki-01.jpg
6,떡볶이,1766527477,wikimedia,Tteokbokki making process step 5: serving,Tteokbokki making process step 5.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Tteokbokki_making_process_step_5.jpg/250px-Tteokbokki_making_process_step_5.jpg
7,떡볶이,1766527477,wikimedia,Non spicy version.,Beef rice pasta - Korpan.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Beef_rice_pasta_-_Korpan.jpg/250px-Beef_rice_pasta_-_Korpan.jpg
8,떡볶이,1766527477,wikimedia,Reqested non-spicy.,Chicken Rice Pasta - Korpan.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Chicken_Rice_Pasta_-_Korpan.jpg/250px-Chicken_Rice_Pasta_-_Korpan.jpg
9,떡볶이,1766527477,wikimedia,Tteokbokki making process step 4: boiling it down so that the sauce thickens,Tteokbokki making process step 4.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Tteokbokki_making_process_step_4.jpg/250px-Tteokbokki_making_process_step_4.jpg
10,떡볶이,1766527477,wikimedia,Spicy version.,Vegen rice pasta (spicy ver.) - korpan.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Vegen_rice_pasta_%28spicy_ver.%29_-_korpan.jpg/250px-Vegen_rice_pasta_%28spicy_ver.%29_-_korpan.jpg
11,떡볶이,1766527477,wikimedia,vegen rice pasta (spicy ver.) - Korpan,Vegen rice pasta (spicy ver.) - Korpan.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Vegen_rice_pasta_%28spicy_ver.%29_-_Korpan.jpg/250px-Vegen_rice_pasta_%28spicy_ver.%29_-_Korpan.jpg
12,떡볶이,1766527477,wikimedia,It’s a signature menu of tteokbokki franchise “woorihalme tteokbokki” It’s a tteokbokki which is consist of garraetteok.,Garaetteok Tteokbokki.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Garaetteok_Tteokbokki.jpg/250px-Garaetteok_Tteokbokki.jpg
13,떡볶이,1766527477,wikimedia,(설명 없음),Tteokbokki 떡볶이 cheese1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Tteokbokki_%EB%96%A1%EB%B3%B6%EC%9D%B4_cheese1.jpg/330px-Tteokbokki_%EB%96%A1%EB%B3%B6%EC%9D%B4_cheese1.jpg
14,떡볶이,1766527477,wikimedia,Korean rice cake with colorful vegetables,Korean rice cake with colorful vegetables.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Korean_rice_cake_with_colorful_vegetables.jpg/250px-Korean_rice_cake_with_colorful_vegetables.jpg
15,떡볶이,1766527477,wikimedia,Tteok-bokki (stir-fried rice cakes),Tteok-bokki 1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Tteok-bokki_1.jpg/250px-Tteok-bokki_1.jpg
16,떡볶이,1766527477,wikimedia,Chicken with cheese rice cakes,Chicken with cheese rice cakes (1).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Chicken_with_cheese_rice_cakes_%281%29.jpg/250px-Chicken_with_cheese_rice_cakes_%281%29.jpg
17,떡볶이,1766527477,wikimedia,Cheese rice cake chicken with rice,Cheese rice cake chicken with rice.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Cheese_rice_cake_chicken_with_rice.jpg/250px-Cheese_rice_cake_chicken_with_rice.jpg
18,떡볶이,1766527477,wikimedia,Chicken with cheese rice cakes,Chicken with cheese rice cakes.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Chicken_with_cheese_rice_cakes.jpg/250px-Chicken_with_cheese_rice_cakes.jpg
19,떡볶이,1766527477,wikimedia,"Tteokbokki, a Korean snack made with rice cake, fish cake, vegetables and gochujang condiment.",Korean.snacks-Tteokbokki-02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Korean.snacks-Tteokbokki-02.jpg/250px-Korean.snacks-Tteokbokki-02.jpg
20,떡볶이,1766527477,wikimedia,"en:Tteokbokki, Korean spicy rice cake.",Korean.snacks-Tteokbokki-06.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Korean.snacks-Tteokbokki-06.jpg/250px-Korean.snacks-Tteokbokki-06.jpg
21,떡볶이,1766527477,wikimedia,"en:Tteokbokki, Korean spicy rice cake.",Korean.snacks-Tteokbokki-04.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Korean.snacks-Tteokbokki-04.jpg/250px-Korean.snacks-Tteokbokki-04.jpg
22,떡볶이,1766527477,wikimedia,日本のスーパーで販売されてたトッポギソースとプルコギソース。,Tteokbokki sauce and Bulgogi sauce.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Tteokbokki_sauce_and_Bulgogi_sauce.jpg/330px-Tteokbokki_sauce_and_Bulgogi_sauce.jpg
23,떡볶이,1766527477,wikimedia,"Tteokbokki are fresh handmade rice cakes in spicy gochujang sauce with fresh carrots and spring onions. Photographed at the Korean restaurant DUKKI, Burgsdorfstraße 14, 13353 Berlin.",Tteokbokki Dukki Berlin.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Tteokbokki_Dukki_Berlin.jpg/250px-Tteokbokki_Dukki_Berlin.jpg
24,떡볶이,1766527477,wikimedia,Tteokbokki served in a bowl,Tteokbokki - Hello Cook AUD7.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Tteokbokki_-_Hello_Cook_AUD7.jpg/330px-Tteokbokki_-_Hello_Cook_AUD7.jpg
25,떡볶이,1766527477,wikimedia,Korean rice cake (tteokbokki),Korean rice cake (tteokbokki).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Korean_rice_cake_%28tteokbokki%29.jpg/250px-Korean_rice_cake_%28tteokbokki%29.jpg
26,떡볶이,1766527477,wikimedia,Tteokbokki in Korean cuisine,Korean.snacks-Tteokbokki-07.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Korean.snacks-Tteokbokki-07.jpg/250px-Korean.snacks-Tteokbokki-07.jpg
27,떡볶이,1766527477,wikimedia,Tteokbokki .,Tteokbokki in Handan 1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Tteokbokki_in_Handan_1.jpg/250px-Tteokbokki_in_Handan_1.jpg
28,떡볶이,1766527477,wikimedia,Tteokbokki .,Tteokbokki in Handan 2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Tteokbokki_in_Handan_2.jpg/250px-Tteokbokki_in_Handan_2.jpg
29,떡볶이,1766527477,wikimedia,Tteokbokki Bunsik Korean food,Tteokbokki Bunsik Korean food 01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Tteokbokki_Bunsik_Korean_food_01.jpg/250px-Tteokbokki_Bunsik_Korean_food_01.jpg
30,떡볶이,1766527477,wikimedia,"Tteokbokki and Kimchi in Mujigae, Jakarta.",Tteokbokki and fried mandu.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Tteokbokki_and_fried_mandu.jpg/250px-Tteokbokki_and_fried_mandu.jpg
31,떡볶이,1766527477,wikimedia,"en:Tteokbokki, Korean spicy rice cake.",Korean.snacks-Tteokbokki-03.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Korean.snacks-Tteokbokki-03.jpg/250px-Korean.snacks-Tteokbokki-03.jpg
32,떡볶이,1766527477,wikimedia,Premier repas complet dans la rue,Korean snack-Tteokbokki-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Korean_snack-Tteokbokki-01.jpg/250px-Korean_snack-Tteokbokki-01.jpg
33,떡볶이,1766527477,wikimedia,Tteokbokki making process step 1: boiling kelp and dashi powder (or dried anchovies),Tteokbokki making process step 1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Tteokbokki_making_process_step_1.jpg/250px-Tteokbokki_making_process_step_1.jpg
34,떡볶이,1766527477,wikimedia,"Tteokbokki, hot and spicy rice cake in Korean cuisine.",Korean.snack-Tteokbokki-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Korean.snack-Tteokbokki-01.jpg/250px-Korean.snack-Tteokbokki-01.jpg
35,떡볶이,1766527477,wikimedia,"en:Tteokbokki, Korean spicy rice cake.",Korean.snacks-Tteokbokki-05.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Korean.snacks-Tteokbokki-05.jpg/500px-Korean.snacks-Tteokbokki-05.jpg
36,떡볶이,1766527477,wikimedia,A box of Rice Pasta from Wo Seon Food Shop in Cheung Chau,A box of Rice Pasta at Wo Seon Food shop.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/A_box_of_Rice_Pasta_at_Wo_Seon_Food_shop.jpg/250px-A_box_of_Rice_Pasta_at_Wo_Seon_Food_shop.jpg
37,떡볶이,1766527477,wikimedia,"street food - rice tubes in chili paste, Seoul",Korean snack-Tteokbokki-02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Korean_snack-Tteokbokki-02.jpg/250px-Korean_snack-Tteokbokki-02.jpg
38,떡볶이,1766527477,wikimedia,Tteokbokki Bunsik Korean food,Tteokbokki Bunsik Korean food 02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Tteokbokki_Bunsik_Korean_food_02.jpg/250px-Tteokbokki_Bunsik_Korean_food_02.jpg
39,떡볶이,1766527477,wikimedia,Tteokbokki making process step 1: adding garaetteok (cylindrical shaped pounded rice),Tteokbokki making process step 2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Tteokbokki_making_process_step_2.jpg/250px-Tteokbokki_making_process_step_2.jpg
40,떡볶이,1766527477,wikimedia,2020년 신당동 떡볶이타운의 입구 모습,Sindang-dong Tteokbokki town in 2020.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Sindang-dong_Tteokbokki_town_in_2020.jpg/330px-Sindang-dong_Tteokbokki_town_in_2020.jpg
41,떡볶이,1766527477,wikimedia,tteokbokki fried squid with dumplings,Tteokbokki in korea.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Tteokbokki_in_korea.jpg/250px-Tteokbokki_in_korea.jpg
42,떡볶이,1766527477,wikimedia,"Tteokbokki, hot and spicy rice cake in Korean cuisine",Korean.snack-Tteokbokki-Mandu-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Korean.snack-Tteokbokki-Mandu-01.jpg/330px-Korean.snack-Tteokbokki-Mandu-01.jpg
43,떡볶이,1766527477,wikimedia,Korean food at Tteokbokki restaurant in Shin-Okubo,Korean food at Tteokbokki restaurant in Shin-Okubo 3.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Korean_food_at_Tteokbokki_restaurant_in_Shin-Okubo_3.jpg/250px-Korean_food_at_Tteokbokki_restaurant_in_Shin-Okubo_3.jpg
44,떡볶이,1766527477,wikimedia,Korean food at Tteokbokki restaurant in Shin-Okubo,Korean food at Tteokbokki restaurant in Shin-Okubo 2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Korean_food_at_Tteokbokki_restaurant_in_Shin-Okubo_2.jpg/250px-Korean_food_at_Tteokbokki_restaurant_in_Shin-Okubo_2.jpg
45,떡볶이,1766527477,wikimedia,bunsikjib,2020-03-11 12.25.16 분식집 떡볶이.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/2020-03-11_12.25.16_%EB%B6%84%EC%8B%9D%EC%A7%91_%EB%96%A1%EB%B3%B6%EC%9D%B4.jpg/250px-2020-03-11_12.25.16_%EB%B6%84%EC%8B%9D%EC%A7%91_%EB%96%A1%EB%B3%B6%EC%9D%B4.jpg
46,떡볶이,1766527477,wikimedia,bunsikjib,2020-03-11 12.23.34 오뎅 떡볶이 소스.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/2020-03-11_12.23.34_%EC%98%A4%EB%8E%85_%EB%96%A1%EB%B3%B6%EC%9D%B4_%EC%86%8C%EC%8A%A4.jpg/250px-2020-03-11_12.23.34_%EC%98%A4%EB%8E%85_%EB%96%A1%EB%B3%B6%EC%9D%B4_%EC%86%8C%EC%8A%A4.jpg
47,떡볶이,1766527477,wikimedia,Tteokbokki with rosé sauce,Rosé tteokbokki 2.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Ros%C3%A9_tteokbokki_2.png/250px-Ros%C3%A9_tteokbokki_2.png
48,떡볶이,1766527477,wikimedia,Tteokbokki with rosé sauce,Rosé tteokbokki 1.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Ros%C3%A9_tteokbokki_1.png/500px-Ros%C3%A9_tteokbokki_1.png
49,떡볶이,1766527477,wikimedia,Korean Tteokbokki (rice cakes in sauce),Tteokbokki.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Tteokbokki.JPG/330px-Tteokbokki.JPG
50,떡볶이,1766527477,wikimedia,Tteokbokki,2020-04-09 14.48.23 엄청난떡볶이 떡볶이.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/2020-04-09_14.48.23_%EC%97%84%EC%B2%AD%EB%82%9C%EB%96%A1%EB%B3%B6%EC%9D%B4_%EB%96%A1%EB%B3%B6%EC%9D%B4.jpg/250px-2020-04-09_14.48.23_%EC%97%84%EC%B2%AD%EB%82%9C%EB%96%A1%EB%B3%B6%EC%9D%B4_%EB%96%A1%EB%B3%B6%EC%9D%B4.jpg
51,떡볶이,1766527477,wikimedia,"Tteokpokki, Korean spicy rice cake",Home made Tteokbokki.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Home_made_Tteokbokki.JPG/330px-Home_made_Tteokbokki.JPG
52,떡볶이,1766527477,wikimedia,Ramen noodled Tteokbokki,Ramen noodled Tteokbokki.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Ramen_noodled_Tteokbokki.jpg/250px-Ramen_noodled_Tteokbokki.jpg
53,떡볶이,1766527477,wikimedia,Bagged Tteokbokki,Bagged Tteokbokki.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Bagged_Tteokbokki.jpg/250px-Bagged_Tteokbokki.jpg
54,떡볶이,1766527477,wikimedia,형태네집의 떡볶이,2015년 10월 25일 과천시 굴다리시장 형태네집 떡볶이.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/2015%EB%85%84_10%EC%9B%94_25%EC%9D%BC_%EA%B3%BC%EC%B2%9C%EC%8B%9C_%EA%B5%B4%EB%8B%A4%EB%A6%AC%EC%8B%9C%EC%9E%A5_%ED%98%95%ED%83%9C%EB%84%A4%EC%A7%91_%EB%96%A1%EB%B3%B6%EC%9D%B4.jpg/330px-2015%EB%85%84_10%EC%9B%94_25%EC%9D%BC_%EA%B3%BC%EC%B2%9C%EC%8B%9C_%EA%B5%B4%EB%8B%A4%EB%A6%AC%EC%8B%9C%EC%9E%A5_%ED%98%95%ED%83%9C%EB%84%A4%EC%A7%91_%EB%96%A1%EB%B3%B6%EC%9D%B4.jpg
55,떡볶이,1766527477,wikimedia,형태네집의 떡볶이,2015년 10월 25일 과천시 굴다리시장 형태네집 떡볶이2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/2015%EB%85%84_10%EC%9B%94_25%EC%9D%BC_%EA%B3%BC%EC%B2%9C%EC%8B%9C_%EA%B5%B4%EB%8B%A4%EB%A6%AC%EC%8B%9C%EC%9E%A5_%ED%98%95%ED%83%9C%EB%84%A4%EC%A7%91_%EB%96%A1%EB%B3%B6%EC%9D%B42.jpg/330px-2015%EB%85%84_10%EC%9B%94_25%EC%9D%BC_%EA%B3%BC%EC%B2%9C%EC%8B%9C_%EA%B5%B4%EB%8B%A4%EB%A6%AC%EC%8B%9C%EC%9E%A5_%ED%98%95%ED%83%9C%EB%84%A4%EC%A7%91_%EB%96%A1%EB%B3%B6%EC%9D%B42.jpg
56,떡볶이,1766527477,wikimedia,Sweet and spicy tteokbokki crisps,Sweet and spicy tteokbokki crisps.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Sweet_and_spicy_tteokbokki_crisps.jpg/250px-Sweet_and_spicy_tteokbokki_crisps.jpg
57,떡볶이,1766527477,wikimedia,"Cheese tteokbokki, Korean fusion food",Korean.snacks-Cheese tteokbokki.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Korean.snacks-Cheese_tteokbokki.jpg/250px-Korean.snacks-Cheese_tteokbokki.jpg
58,떡볶이,1766527477,wikimedia,Freshippo squid fried tteokbokki,Freshippo squid fried tteokbokki.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Freshippo_squid_fried_tteokbokki.jpg/250px-Freshippo_squid_fried_tteokbokki.jpg
59,떡볶이,1766527477,wikimedia,"A small local Rice & Paste take-out restaurant, that is located in the Haaglander city of Delft, South Holland.","Rice & Pasta To Go, Delft (2020) 02.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Rice_%26_Pasta_To_Go%2C_Delft_%282020%29_02.jpg/330px-Rice_%26_Pasta_To_Go%2C_Delft_%282020%29_02.jpg
60,떡볶이,1766527477,wikimedia,"A small local Rice & Paste take-out restaurant, that is located in the Haaglander city of Delft, South Holland.","Rice & Pasta To Go, Delft (2020) 01.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Rice_%26_Pasta_To_Go%2C_Delft_%282020%29_01.jpg/120px-Rice_%26_Pasta_To_Go%2C_Delft_%282020%29_01.jpg
61,떡볶이,1766527477,wikimedia,Tteok-bokki (stir-fried rice cakes),Tteok-bokki 3.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Tteok-bokki_3.jpg/330px-Tteok-bokki_3.jpg
62,떡볶이,1766527477,wikimedia,Tteok-bokki,Tteok-bokki 4.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Tteok-bokki_4.jpg/250px-Tteok-bokki_4.jpg
63,떡볶이,1766527477,wikimedia,tteokbokki stand,Tteokbokki stand - panoramio.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Tteokbokki_stand_-_panoramio.jpg/330px-Tteokbokki_stand_-_panoramio.jpg
64,떡볶이,1766527477,wikimedia,Cream sauce tteokbokki,Cream tteokbokki.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Cream_tteokbokki.jpg/250px-Cream_tteokbokki.jpg
65,떡볶이,1766527477,wikimedia,soupy tteok-bokki,Gungmul-tteok-bokki.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Gungmul-tteok-bokki.jpg/330px-Gungmul-tteok-bokki.jpg
66,떡볶이,1766527477,wikimedia,Taken by Choe Kwangmo with Sony DSC-RX10,Wheat tteok-bokki with eggs.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Wheat_tteok-bokki_with_eggs.jpg/330px-Wheat_tteok-bokki_with_eggs.jpg
67,떡볶이,1766527477,wikimedia,Teokbokki,Korean Teokbokki.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Korean_Teokbokki.jpg/250px-Korean_Teokbokki.jpg
68,떡볶이,1766527477,wikimedia,Tteok-bokki (stir-fried rice cakes),Tteok-bokki 7.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Tteok-bokki_7.jpg/250px-Tteok-bokki_7.jpg
69,떡볶이,1766527477,wikimedia,BaeDDuck,BaeDDuck.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/BaeDDuck.png/250px-BaeDDuck.png
70,떡볶이,1766527477,wikimedia,Taken by Choe Kwangmo with Sony DSC-RX10,Tteok-bokki 2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Tteok-bokki_2.jpg/330px-Tteok-bokki_2.jpg
71,떡볶이,1766527477,wikimedia,Ganjang-tteok-bokki (soy sauce stir-fried rice cakes),Ganjang-tteok-bokki.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Ganjang-tteok-bokki.jpg/250px-Ganjang-tteok-bokki.jpg
72,떡볶이,1766527477,wikimedia,Tteok-bokki (stir-fried rice cakes),Tteok-bokki 6.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Tteok-bokki_6.jpg/120px-Tteok-bokki_6.jpg
73,떡볶이,1766527477,wikimedia,Korean food in Sukabumi,Toppokki with Fried Mandu.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Toppokki_with_Fried_Mandu.jpg/120px-Toppokki_with_Fried_Mandu.jpg
74,떡볶이,1766527477,wikimedia,Shrimp rosé tteokbokki,Shrimp rosé tteokbokki.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Shrimp_ros%C3%A9_tteokbokki.jpg/330px-Shrimp_ros%C3%A9_tteokbokki.jpg
75,떡볶이,1766527477,wikimedia,Taken by Choe Kwangmo with Sony DSC-RX10,Tteok-bokki.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Tteok-bokki.jpg/330px-Tteok-bokki.jpg
76,떡볶이,1766527477,wikimedia,Tteokbokki with sticky noodle,Noodle spicy ricecake.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Noodle_spicy_ricecake.jpg/250px-Noodle_spicy_ricecake.jpg
77,떡볶이,1766527477,wikimedia,Taken by Choe Kwangmo with Sony DSC-RX10,Sundae-bokkeum and tteok-bokki.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Sundae-bokkeum_and_tteok-bokki.jpg/330px-Sundae-bokkeum_and_tteok-bokki.jpg
78,떡볶이,1766527477,wikimedia,Tteok-bokki (stir-fried rice cakes),Tteok-bokki 5.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Tteok-bokki_5.jpg/330px-Tteok-bokki_5.jpg
79,떡볶이,1766527477,wikimedia,Bunmoja-tteokbokki (stir-fried rice cake dish made with Chinese starch noodles),Bunmoja-tteokbokki 1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Bunmoja-tteokbokki_1.jpg/250px-Bunmoja-tteokbokki_1.jpg
80,떡볶이,1766527477,wikimedia,Bunmoja-tteokbokki (stir-fried rice cake dish made with Chinese starch noodles),Bunmoja-tteokbokki 2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Bunmoja-tteokbokki_2.jpg/250px-Bunmoja-tteokbokki_2.jpg
81,떡볶이,1766527477,wikimedia,cheese-tteok-bokki,Cheese-tteok-bokki.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Cheese-tteok-bokki.jpg/330px-Cheese-tteok-bokki.jpg
82,떡볶이,1766527477,wikimedia,BonChon Chicken,Duk Bok Kee.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Duk_Bok_Kee.jpg/250px-Duk_Bok_Kee.jpg
83,떡볶이,1766527477,wikimedia,bunsikjib,2020-03-11 12.23.44 분식집.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/2020-03-11_12.23.44_%EB%B6%84%EC%8B%9D%EC%A7%91.jpg/250px-2020-03-11_12.23.44_%EB%B6%84%EC%8B%9D%EC%A7%91.jpg
84,떡볶이,1766527477,wikimedia,Tteok-bokki and kimbap at a Seoul snack bar,Tteok-bokki and kimbap at a Seoul snack bar.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Tteok-bokki_and_kimbap_at_a_Seoul_snack_bar.jpg/250px-Tteok-bokki_and_kimbap_at_a_Seoul_snack_bar.jpg
